,image,caption,ko_captions
1491,133189853_811de6ab2a.jpg,A man with a shaved head is kissing another man on the cheek .,면도 한 머리를 가진 남자가 뺨에 다른 남자에게 키스하고 있습니다.
1492,133189853_811de6ab2a.jpg,One man in a vest and tie plants a kiss on the cheek of another happy man .,조끼와 넥타이를 가진 한 남자는 다른 행복한 사람의 뺨에 키스를합니다.
1493,133189853_811de6ab2a.jpg,One man kissing another man on the check and both are in white shirts with black vests .,한 남자가 수표에서 다른 남자에게 키스하고 둘 다 검은 조끼로 흰 셔츠를 입고 있습니다.
1494,133189853_811de6ab2a.jpg,"One men is laughing while being kissed on the cheek by another man , both men are wearing formal wear",한 남자가 다른 남자가 뺨에 키스하는 동안 웃고 있습니다.
1495,1332208215_fa824f6659.jpg,A man in glasses and an Asian woman are seated across from each other in a subway train .,안경을 쓴 남자와 아시아 여성은 지하철 열차에 서로 앉아 있습니다.
1496,1332208215_fa824f6659.jpg,People on a subway .,지하철에있는 사람들.
1497,1332208215_fa824f6659.jpg,People sit inside a train .,사람들은 기차 안에 앉아 있습니다.
1498,1332208215_fa824f6659.jpg,Several people sit on a train .,여러 사람이 기차에 앉아 있습니다.
1499,1332208215_fa824f6659.jpg,Two men and one woman are sitting in a subway train .,두 남자와 한 여자가 지하철 기차에 앉아 있습니다.
1500,1332492622_8c66992b62.jpg,A group of people stand on a balcony near a colorful circus building .,한 무리의 사람들이 화려한 서커스 건물 근처의 발코니에 서 있습니다.
1501,1332492622_8c66992b62.jpg,A woman and children navigate the balcony of an amusement ride .,여자와 아이들은 놀이를 타고 발코니를 탐색합니다.
1502,1332492622_8c66992b62.jpg,A woman and two children walking through the upper levels of a carnival attraction .,카니발 매력의 상위 수준을 걷는 여성과 두 자녀.
1503,1332492622_8c66992b62.jpg,People stand on a colorful balcony .,사람들은 화려한 발코니에 서 있습니다.
1504,1332492622_8c66992b62.jpg,People walking in brightly-colored building .,밝은 색의 건물에서 걷는 사람들.
1505,1332722096_1e3de8ae70.jpg,Three women standing on a city street .,시티 스트리트에 서있는 세 명의 여성.
1506,1332722096_1e3de8ae70.jpg,Three women walk down the street .,세 명의 여성이 길을 걷습니다.
1507,1332722096_1e3de8ae70.jpg,Two girls and a woman walking on the sidewalk,보도를 걷는 두 여자와 여자
1508,1332722096_1e3de8ae70.jpg,Two girls in bright green boots and a woman are together .,밝은 녹색 부츠와 한 여자가 함께 있습니다.
1509,1332722096_1e3de8ae70.jpg,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them .,"녹색 부츠에있는 두 명의 젊은 여성들이 도시 지역을 걷고있는 반면, 검은 신발을 신고 나이 많은 여성이 그들을 따라갑니다."
1510,1332815795_8eea44375e.jpg,A baby swings in a swing near a wooden fence .,아기가 나무 울타리 근처에서 스윙에서 흔들립니다.
1511,1332815795_8eea44375e.jpg,A baby wearing all white swinging on a swing .,스윙에 모든 흰색 스윙을 착용 한 아기.
1512,1332815795_8eea44375e.jpg,A little girl is swinging in a baby swing on the playground .,어린 소녀가 놀이터에서 아기 스윙에서 흔들리고 있습니다.
1513,1332815795_8eea44375e.jpg,A little girl rides in a child 's swing .,어린 소녀가 아이의 스윙을 타고 있습니다.
1514,1332815795_8eea44375e.jpg,a young baby girl wearing a white outfit swinging in a baby swing,아기 스윙에서 스윙하는 흰색 복장을 입고있는 젊은 딸
1515,1332823164_c70a5d930e.jpg,A girl standing in the ocean,바다에 서있는 소녀
1516,1332823164_c70a5d930e.jpg,a girl walks in the ocean .,소녀가 바다에서 걷는다.
1517,1332823164_c70a5d930e.jpg,A woman in a red jacket stands on the beach facing the water as it covers her feet .,빨간 재킷을 입은 여성이 해변에 서서 물이 그녀의 발을 덮고 있습니다.
1518,1332823164_c70a5d930e.jpg,A woman is watching the tide .,한 여자가 조수를보고 있습니다.
1519,1332823164_c70a5d930e.jpg,Woman standing on the shore of a beach .,해변의 해안에 서있는 여자.
1520,1333888922_26f15c18c3.jpg,A brown-haired child in green shoes swings on a swing in a park near the woods .,녹색 신발에있는 갈색 머리 아이가 숲 근처의 공원에서 흔들립니다.
1521,1333888922_26f15c18c3.jpg,A child swings and the sunshine shines down on her .,아이가 흔들리고 햇빛이 그녀에게 빛납니다.
1522,1333888922_26f15c18c3.jpg,A child wearing Crocs sits on a swing in a wooded area .,악어를 착용 한 아이는 나무가 우거진 지역의 스윙에 앉아 있습니다.
1523,1333888922_26f15c18c3.jpg,A kid swings with his feet up in the air in a forest .,아이가 숲 속의 공중에서 발을 들고 스윙합니다.
1524,1333888922_26f15c18c3.jpg,The sun breaks through the trees as a child rides a swing .,아이가 스윙을 타면서 태양이 나무를 뚫습니다.
1525,1334892555_1beff092c3.jpg,The girls are playing with foam swords .,소녀들은 거품 검을 가지고 놀고 있습니다.
1526,1334892555_1beff092c3.jpg,Two girls sparring with a red and blue bat while another girl watches .,다른 소녀가 시계를 보는 동안 두 명의 여자가 빨간색과 파란색 방망이로 스파링합니다.
1527,1334892555_1beff092c3.jpg,Two kids with helmets playing with Nerf swords while one looks on drinking from a plastic cup .,헬멧을 쓴 두 아이는 Nerf Sword를 가지고 노는 동안 플라스틱 컵에서 마시는 것을 보았습니다.
1528,1334892555_1beff092c3.jpg,Two young girls playing with rubber swords in a park while a chaperone watches .,샤페론이 시계를 보면서 공원에서 고무 검을 가지고 노는 두 명의 어린 소녀.
1529,1334892555_1beff092c3.jpg,Two young girls with sponge bats being to play while an older girl is acting as the referee .,스폰지 박쥐를 가진 두 명의 어린 소녀들이 노인 소녀가 심판 역할을하는 동안 놀고 있습니다.
1530,1335617803_4fbc03dab0.jpg,The two children make a funny pose in front of some bushes .,두 아이들은 일부 덤불 앞에서 재미있는 포즈를 취합니다.
1531,1335617803_4fbc03dab0.jpg,Two boys in blue shirts are doing funny poses .,푸른 셔츠를 입은 두 소년이 재미있는 포즈를 취하고 있습니다.
1532,1335617803_4fbc03dab0.jpg,Two boys in blue shirts wearing backpacks .,푸른 셔츠를 입은 두 소년은 배낭을 착용했습니다.
1533,1335617803_4fbc03dab0.jpg,Two boys posing in blue shirts and khaki shorts .,파란 셔츠와 카키 반바지로 포즈를 취하는 두 소년.
1534,1335617803_4fbc03dab0.jpg,Two boys wearing matching blue polo shirts strike a goofy pose .,어울리는 파란 폴로 셔츠를 입은 두 소년이 구피 자세를칩니다.
1535,1337792872_d01a390b33.jpg,A girls walks down the road holding a teddy bear .,소녀들이 테디 곰을 들고있는 길을 걷는다.
1536,1337792872_d01a390b33.jpg,A little girl holding on to a toy is running down a lane .,장난감을 붙잡고있는 어린 소녀가 차선을 내려갑니다.
1537,1337792872_d01a390b33.jpg,A little girl in a denim dress runs down a path .,데님 드레스를 입은 어린 소녀가 길을 따라갑니다.
1538,1337792872_d01a390b33.jpg,A young girl wearing a blue dress runs down a gravel road with a teddy bear .,파란색 드레스를 입은 어린 소녀는 테디 곰과 함께 자갈길을 내립니다.
1539,1337792872_d01a390b33.jpg,The little girl is wearing a denim dress and holding a brown teddy bear .,어린 소녀는 데님 드레스를 입고 갈색 테디 곰을 들고 있습니다.
1540,1338523142_57fce8229b.jpg,A backpacker walks down a rocky mountain .,백패커는 록키 산을 걷습니다.
1541,1338523142_57fce8229b.jpg,A hiker walks down a rocky path towards land with water .,등산객은 물로 땅을 향해 바위가 많은 길을 걷습니다.
1542,1338523142_57fce8229b.jpg,A man with a black and blue backpack hikes down a rock face .,검은 색과 파란색 배낭을 가진 남자가 바위 얼굴을 하이킹합니다.
1543,1338523142_57fce8229b.jpg,Hiker climbing down a snow and rock covered mountain .,눈과 바위로 덮인 산을 오르는 등산객.
1544,1338523142_57fce8229b.jpg,The man climbs through the rocks and snow .,남자는 바위와 눈을 통해 올라갑니다.
1545,133905560_9d012b47f3.jpg,A puppy plays with an adult dog in the snow .,강아지는 눈 속에서 성인 개와 함께 놀아요.
1546,133905560_9d012b47f3.jpg,One dog climbing on the back of another dog in the snow .,한 개가 눈 속에서 다른 개 뒤쪽에 등반합니다.
1547,133905560_9d012b47f3.jpg,Two beige dogs are playing in the snow .,두 개의 베이지 색 개가 눈 속에서 놀고 있습니다.
1548,133905560_9d012b47f3.jpg,"Two dogs , on standing on the other in the snow .","두 마리의 개, 눈 속에서 다른 개."
1549,133905560_9d012b47f3.jpg,Two yellow labs are playing in the snow .,두 개의 노란 실험실이 눈 속에서 놀고 있습니다.
1550,1339596997_8ac29c1841.jpg,three females wearing head scarves standing together,머리 스카프를 착용 한 세 명의 여성
1551,1339596997_8ac29c1841.jpg,Three Muslim women are looking at a camera .,무슬림 여성 3 명이 카메라를보고 있습니다.
1552,1339596997_8ac29c1841.jpg,Three women in dresses and head scarves outside .,드레스와 머리 스카프에있는 세 명의 여성.
1553,1339596997_8ac29c1841.jpg,Three women in head scarves examine a camera .,머리 스카프에있는 세 명의 여성이 카메라를 검사합니다.
1554,1339596997_8ac29c1841.jpg,Three women with head scarves and long skirts .,머리 스카프와 긴 스커트를 가진 세 명의 여성.
1555,1341787777_4f1ebb1793.jpg,A brown dog is bending down trying to drink from a jet of water .,갈색 개가 물 한트에서 마시려고 노력하고 있습니다.
1556,1341787777_4f1ebb1793.jpg,A brown dog slurps water from a sprinkler on the grass .,갈색 개는 잔디 위의 스프링클러에서 물을 뿌립니다.
1557,1341787777_4f1ebb1793.jpg,A dog drinking from a creek .,개울에서 마시는 개.
1558,1341787777_4f1ebb1793.jpg,A large brown dog is sticking his face in the sprinkler .,큰 갈색 개가 스프링클러에 얼굴을 꽂고 있습니다.
1559,1341787777_4f1ebb1793.jpg,"Brown dog on grass , drinking water spray from left side of frame .","잔디에 갈색 개, 프레임의 왼쪽에서 식수 스프레이."
1560,1342766791_1e72f92455.jpg,A boy pushing another boy up a pole .,다른 소년을 극을 밀어 넣는 소년.
1561,1342766791_1e72f92455.jpg,Little boy pushing another little boy up the pole .,어린 소년은 다른 어린 소년을 기둥을 올리며 밀어냅니다.
1562,1342766791_1e72f92455.jpg,One boy is helping another boy to climb a green pole in the street .,한 소년은 다른 소년이 거리에서 녹색 기둥을 오르도록 돕고 있습니다.
1563,1342766791_1e72f92455.jpg,one small boy climbing a pole with the help of another boy on the ground,한 작은 소년은 지상에있는 다른 소년의 도움으로 기둥을 등반합니다.
1564,1342766791_1e72f92455.jpg,The boy is trying to push another up a pole .,소년은 다른 사람을 극을 밀려고 노력하고 있습니다.
1565,1342780478_bacc32344d.jpg,A man in a dress shirt and tie is standing in front of a sign selling donuts .,드레스 셔츠와 넥타이를 가진 남자가 도넛을 판매하는 간판 앞에 서 있습니다.
1566,1342780478_bacc32344d.jpg,A man stands among cement fixtures in front of a donut shop .,한 남자는 도넛 가게 앞에 시멘트 비품 중에 서 있습니다.
1567,1342780478_bacc32344d.jpg,A man with a white shirt and tie is standing on a sidewalk between cement barriers .,흰 셔츠와 넥타이를 가진 남자는 시멘트 장벽 사이의 보도에 서 있습니다.
1568,1342780478_bacc32344d.jpg,A well-dressed man in the street .,거리에서 잘 차려 입은 남자.
1569,1342780478_bacc32344d.jpg,Man stands between concrete barriers near a donut shop .,사람은 도넛 가게 근처의 콘크리트 장벽 사이에 서 있습니다.
1570,1343426964_cde3fb54e8.jpg,A blond boy in a blue tee shirts stands smiling before a craft of green nylon fabric .,푸른 티 셔츠의 금발 소년은 녹색 나일론 직물을 한 크래프트 앞에 웃고 있습니다.
1571,1343426964_cde3fb54e8.jpg,A child poses wearing glasses near water outside .,어린이는 외부의 물 근처에 안경을 쓰고 있습니다.
1572,1343426964_cde3fb54e8.jpg,A small girl smiling on the beach .,해변에서 웃는 작은 소녀.
1573,1343426964_cde3fb54e8.jpg,A young kid at the beach .,해변에서 어린 아이.
1574,1343426964_cde3fb54e8.jpg,a young man wearing swimming goggles wearing a blue shirt with a pirate skull on it,해적 두개골이 달린 파란색 셔츠를 입고 수영 고글을 입고있는 청년
1575,1346051107_9cdc14e070.jpg,A man is playing a saxophone next to a fire hydrant .,한 남자가 소화전 옆에 색소폰을 연주하고 있습니다.
1576,1346051107_9cdc14e070.jpg,A man plays saxophone next to a yellow fire hydrant .,한 남자는 황색 소화전 옆에 색소폰을 연주합니다.
1577,1346051107_9cdc14e070.jpg,A man stands by a wall playing a saxophone .,한 남자는 색소폰을 연주하는 벽에 서 있습니다.
1578,1346051107_9cdc14e070.jpg,Man playing musical instrument standing beside a yellow and red fire hydrant,노란색과 붉은 소화전 옆에 서있는 악기를 연주하는 남자
1579,1346051107_9cdc14e070.jpg,The man is standing next to a fire hydrant and playing a saxophone .,그 남자는 소화전 옆에 서서 색소폰을 연주하고 있습니다.
1580,1346529555_e916816cfe.jpg,A dog in midair cathing the red ball .,레드 볼을 잡는 중간에 개.
1581,1346529555_e916816cfe.jpg,A dog retrieves a golf ball .,개가 골프 공을 검색합니다.
1582,1346529555_e916816cfe.jpg,a little brown dog stands on his hind legs with a red toy in its mouth .,작은 갈색 개는 입에 붉은 장난감으로 뒷다리에 서 있습니다.
1583,1346529555_e916816cfe.jpg,A terrier who jumped up has a red ball in his mouth .,뛰어 올라온 테리어는 입에 빨간 공이 있습니다.
1584,1346529555_e916816cfe.jpg,A Yorkie jumped into the air to catch a red ball in its mouth .,요크시는 입에 빨간 공을 잡기 위해 공중으로 뛰어 들었다.
1585,134724228_30408cd77f.jpg,Two girls are walking down a dirt road in a park .,두 소녀가 공원에서 비포장 도로를 걷고 있습니다.
1586,134724228_30408cd77f.jpg,Two women walking down a dirt road with a man far behind .,두 명의 여성이 먼 뒤에있는 비포장 도로를 걷고 있습니다.
1587,134724228_30408cd77f.jpg,Two women walking on an outdoor trail .,두 명의 여성이 야외 흔적을 걷고 있습니다.
1588,134724228_30408cd77f.jpg,Two young women are walking along a rural path bordered by trees .,두 젊은 여성은 나무로 둘러싸인 시골 길을 따라 걷고 있습니다.
1589,134724228_30408cd77f.jpg,Two young women walk along a dirt road .,두 명의 젊은 여성이 비포장 도로를 따라 걷습니다.
1590,1347519824_e402241e4f.jpg,A few girls with green foam statue of liberty hats on a train,기차에 녹색 거품 모자 동상을 가진 몇 명의 소녀
1591,1347519824_e402241e4f.jpg,Some young adults are wearing green foam statute of liberty crowns .,일부 청년들은 Liberty Crowns의 녹색 거품 동상을 입고 있습니다.
1592,1347519824_e402241e4f.jpg,Some young people take photos of each other while in New York .,일부 젊은이들은 뉴욕에있는 동안 서로 사진을 찍습니다.
1593,1347519824_e402241e4f.jpg,Three woman with statue of liberty hats and taking a picture .,리버티 모자 동상을 가진 세 여자.
1594,1347519824_e402241e4f.jpg,Two woman wearing statue of liberty hats get their picture taken in a subway .,리버티 모자 동상을 입은 두 여자는 지하철에서 사진을 찍습니다.
1595,1348113612_5bfc5f429e.jpg,A black and white dog jumping into a pool after tennis balls .,테니스 공 후 수영장으로 뛰어 들어 흑백 개.
1596,1348113612_5bfc5f429e.jpg,a black and white dog jumping into a pool with a lot of tennis balls in it .,테니스 공이 많은 수영장으로 점프하는 흑백 개.
1597,1348113612_5bfc5f429e.jpg,A black dog jumps into a pool that has many yellow balls in it .,검은 개가 그 안에 많은 노란 공이있는 수영장으로 뛰어 들었습니다.
1598,1348113612_5bfc5f429e.jpg,A dog jumps into a swimming pool to retrieve some floating tennis balls .,개가 수영장으로 뛰어 들어 떠 다니는 테니스 공을 회수합니다.
1599,1348113612_5bfc5f429e.jpg,A dog swims in a pool .,개가 수영장에서 수영합니다.
1600,1348304997_afe60a61df.jpg,A barefoot red-headed girl jumping over a rail .,레일 위로 점프하는 맨발의 빨간 머리 소녀.
1601,1348304997_afe60a61df.jpg,a girl jumps on the trampoline .,소녀가 트램폴린을 뛰어 넘습니다.
1602,1348304997_afe60a61df.jpg,A young girl jumping over a railing or a ladder on its side .,옆에 난간이나 사다리를 뛰어 넘는 어린 소녀.
1603,1348304997_afe60a61df.jpg,The small red haired girl jumps on the trampoline under the tree by the shed .,작은 붉은 머리 소녀는 창고가 나무 아래 트램폴린에서 뛰어 내린다.
1604,1348304997_afe60a61df.jpg,The young child with red hair bounced on the trampoline .,빨간 머리를 가진 어린 아이는 트램폴린에 튀어 나왔습니다.
1605,1348891916_ebd4413033.jpg,A brown dog on a leash runs through the white water .,가죽 끈에 갈색 개가 백수를 통과합니다.
1606,1348891916_ebd4413033.jpg,A soaked dog is playing in the water .,담긴 개가 물에서 놀고 있습니다.
1607,1348891916_ebd4413033.jpg,A tan dog on a leash running in shallow ocean water .,얕은 바다 물에서 달리는 가죽 끈에 황갈색 개.
1608,1348891916_ebd4413033.jpg,A wet dog on a leash is running through some water .,가죽 끈에 젖은 개가 물을 통해 달리고 있습니다.
1609,1348891916_ebd4413033.jpg,Brown dog running through shallow water .,얕은 물을 통해 달리는 갈색 개.
1610,134894450_dadea45d65.jpg,A boy wearing no shirt and some blue jeans is jumping in the air in the woods .,셔츠가없는 소년과 일부 청바지가 숲 속에서 공중에서 뛰어 내리고 있습니다.
1611,134894450_dadea45d65.jpg,A guy leaps into the air in a wooded area .,숲이 우거진 지역에서 남자가 공중으로 뛰어 들었습니다.
1612,134894450_dadea45d65.jpg,A shirtless man jumps in a sunny forest .,셔츠가없는 남자가 햇볕이 잘 드는 숲에서 뛰어 내린다.
1613,134894450_dadea45d65.jpg,a shirtless man jumps over a log .,셔츠가없는 남자가 통나무 위로 뛰어 들었습니다.
1614,134894450_dadea45d65.jpg,The boy is jumping in the woods .,소년은 숲에서 뛰어 내리고 있습니다.
1615,1348947380_14f0fc1237.jpg,A man and a dog stand on a hill overlooking water .,물이 내려다 보이는 언덕에 남자와 개가 서 있습니다.
1616,1348947380_14f0fc1237.jpg,a man walks his dog near the ocean .,한 남자가 바다 근처에서 개를 걷는다.
1617,1348947380_14f0fc1237.jpg,an elderly man is walking a brown dog using a red leash .,노인이 붉은 가죽 끈을 사용하여 갈색 개를 걷고 있습니다.
1618,1348947380_14f0fc1237.jpg,An elderly man takes his dog for a walk near the water .,노인이 개를 데리고 물 근처에서 산책을합니다.
1619,1348947380_14f0fc1237.jpg,An old man holding a camera while walking a small brown dog .,작은 갈색 개를 걷는 동안 카메라를 들고있는 노인.
1620,1348957576_c4a78eb974.jpg,A blonde woman in a white tank top and sunglasses is talking to a man sitting next to boats on a rock surface .,흰색 탱크 탑과 선글라스에있는 금발의 여성은 바위 표면에 보트 옆에있는 남자와 이야기하고 있습니다.
1621,1348957576_c4a78eb974.jpg,A man and a woman are sitting on the ground and surrounded by boats .,남자와 여자가 ​​땅에 앉아 보트로 둘러싸여 있습니다.
1622,1348957576_c4a78eb974.jpg,A man and a woman sitting near small boats .,작은 보트 근처에 앉아있는 남자와 여자.
1623,1348957576_c4a78eb974.jpg,The man and woman are sitting by the boats .,남자와 여자는 보트 옆에 앉아 있습니다.
1624,1348957576_c4a78eb974.jpg,Two people sitting beside a few small boats .,작은 보트 몇 개 옆에 앉아있는 두 사람.
1625,1350811702_2ce7cfd0c5.jpg,A young boy casting his fishing line off a pier,부두에서 낚시 선을 던지는 어린 소년
1626,1350811702_2ce7cfd0c5.jpg,Children fishing off a bridge,아이들은 다리에서 낚시를합니다
1627,1350811702_2ce7cfd0c5.jpg,People fishing over white fence,흰 울타리 위로 낚시하는 사람들
1628,1350811702_2ce7cfd0c5.jpg,Young boy standing next to water casting his fishing rod with others next to him .,어린 소년은 물 옆에 서서 낚시 막대를 옆에 다른 사람들과 함께 캐스팅했습니다.
1629,1350811702_2ce7cfd0c5.jpg,"Young boy wearing waders standing on a dock fishing , other people are in the background .","선착장 낚시에 서있는 방수대를 입고있는 어린 소년, 다른 사람들이 백그라운드에 있습니다."
1630,1350948838_fdebe4ff65.jpg,A black and white dog jumping into a pool .,수영장으로 점프하는 흑백 개.
1631,1350948838_fdebe4ff65.jpg,A black and white dog jumping into a swimming pool .,수영장으로 점프하는 흑백 개.
1632,1350948838_fdebe4ff65.jpg,A black dog jumping into a large pool .,큰 수영장으로 점프하는 검은 개.
1633,1350948838_fdebe4ff65.jpg,A wet black dog jumps into a pool to fetch a ball .,젖은 검은 개가 수영장으로 뛰어 들어 공을 가져옵니다.
1634,1350948838_fdebe4ff65.jpg,Black and white dog leaps away from camera into pool .,흑백 개가 카메라에서 수영장으로 도약합니다.
1635,1351315701_6580b51c41.jpg,A black and a white dog are running on the grass .,검은 색과 흰 개가 잔디에 달려 있습니다.
1636,1351315701_6580b51c41.jpg,A black dog and a white dog race in a grassy field while spectators look on .,관중들이 보는 동안 검은 개와 흰 개가 잔디밭에서 흰 개 경주.
1637,1351315701_6580b51c41.jpg,A white dog and a black dog running side by side on the grass while onlookers watch .,구경꾼이 보는 동안 흰 개와 잔디에 나란히 달리는 검은 개.
1638,1351315701_6580b51c41.jpg,"Two dogs , a pitbull and a black Labrador , run side by side .","두 마리의 개, 핏불과 검은 래브라도는 나란히 달려갑니다."
1639,1351315701_6580b51c41.jpg,"Two dogs racing in a field , with people looking on .",두 마리의 개가 들판에서 경주를하고 사람들이 바라 보는 것과 함께 경주합니다.
1640,1351764581_4d4fb1b40f.jpg,A firefighter extinguishes a fire under the hood of a car .,소방관은 차의 후드 아래에서 불을 끄고 있습니다.
1641,1351764581_4d4fb1b40f.jpg,a fireman spraying water into the hood of small white car on a jack,잭에 작은 흰색 차의 후드에 물을 뿌린 소방관
1642,1351764581_4d4fb1b40f.jpg,"A fireman sprays inside the open hood of small white car , on a jack .",소방관은 잭에 작은 흰색 차의 열린 후드 안에 스프레이합니다.
1643,1351764581_4d4fb1b40f.jpg,A fireman using a firehose on a car engine that is up on a carjack .,자동차 잭에있는 자동차 엔진에 소방 호스를 사용하는 소방관.
1644,1351764581_4d4fb1b40f.jpg,Firefighter uses water to extinguish a car that was on fire .,소방관은 물을 사용하여 불에 타는 차를 소멸시킵니다.
1645,135235570_5698072cd4.jpg,A man in a field backed by american flags .,미국 국기로 뒷받침되는 들판에있는 남자.
1646,135235570_5698072cd4.jpg,A man is being thrown a Frisbee in front of a monument and flags .,한 남자가 기념비와 깃발 앞에서 프리즈비를 던지고 있습니다.
1647,135235570_5698072cd4.jpg,A man is clapping at the base of the Washington Memorial .,한 남자가 워싱턴 기념관의 기초에서 박수를 치고 있습니다.
1648,135235570_5698072cd4.jpg,A man stands in front of the Gateway Arch .,한 남자가 게이트웨이 아치 앞에 서 있습니다.
1649,135235570_5698072cd4.jpg,A man tries to catch a football on grass surrounded by American flags .,한 남자가 미국 국기로 둘러싸인 풀에서 축구를 잡으려고합니다.
1650,1352398363_9cc8ffcce9.jpg,A boy is covered with marker .,소년은 마커로 덮여 있습니다.
1651,1352398363_9cc8ffcce9.jpg,A dirty child plays in the house,더러운 아이가 집에서 놀아요
1652,1352398363_9cc8ffcce9.jpg,A small boy wearing a diaper stands near the door and is covered in marker .,기저귀를 입은 작은 소년은 문 근처에 서서 마커로 덮여 있습니다.
1653,1352398363_9cc8ffcce9.jpg,A young boy covered in ink stands in front of a white door .,잉크로 덮인 어린 소년은 흰 문 앞에 서 있습니다.
1654,1352398363_9cc8ffcce9.jpg,A young boy in a pullup is covered in marker ink .,풀업에있는 어린 소년은 마커 잉크로 덮여 있습니다.
1655,1352410176_af6b139734.jpg,A blonde girl is stepping on vertical logs in the sand .,금발 소녀가 모래의 수직 통나무를 밟고 있습니다.
1656,1352410176_af6b139734.jpg,A little girl is walking along a line of logs on a sandy beach .,어린 소녀가 모래 해변에서 통나무 줄을 따라 걷고 있습니다.
1657,1352410176_af6b139734.jpg,A young girl balances on wooden pylons at the beach .,어린 소녀는 해변에서 나무 철탑에 균형을 이룹니다.
1658,1352410176_af6b139734.jpg,A young girl is walking on stumps on the beach next to the ocean .,어린 소녀가 바다 옆의 해변에서 그루터기를 걷고 있습니다.
1659,1352410176_af6b139734.jpg,Girl walking along the tops of wooden posts set into sand on a beach .,목재 기둥의 꼭대기를 따라 걷는 소녀는 해변에서 모래에 놓여 있습니다.
1660,1354318519_2f9baed754.jpg,A baby is laughing .,아기가 웃고 있습니다.
1661,1354318519_2f9baed754.jpg,A baby laughs at his reflection in a mirror .,아기가 거울에 반성을 비웃습니다.
1662,1354318519_2f9baed754.jpg,A blonde haired toddler in a burgundy hoodie smiling .,부르고뉴 까마귀 미소에 금발의 머리가있는 유아.
1663,1354318519_2f9baed754.jpg,a boy in a red hooded top is smiling whilst looking away from his reflection .,빨간 후드 탑에있는 소년이 그의 반사에서 멀리 보면서 웃고 있습니다.
1664,1354318519_2f9baed754.jpg,A child in front of his own reflection turning towards the camera and smiling .,자신의 반사 앞에있는 아이가 카메라쪽으로 향하고 웃고 있습니다.
1665,1355450069_c0675b0706.jpg,A man is climbing up a wall,남자가 벽을 오르고 있습니다
1666,1355450069_c0675b0706.jpg,A man wearing no shirt climbs the side of a large rock .,셔츠를 입지 않은 남자가 큰 바위의 측면을 오르고 있습니다.
1667,1355450069_c0675b0706.jpg,a shirtless man climbing up the rock wall with rope safety lines,로프 안전 라인으로 암벽 위로 올라가는 셔츠가없는 남자
1668,1355450069_c0675b0706.jpg,Man without a shirt is climbing a rock .,셔츠가없는 사람은 바위를 오르고 있습니다.
1669,1355450069_c0675b0706.jpg,There is a rock climber holding on and climbing to the top of a very large rock .,암벽 등반가가 매우 큰 바위의 꼭대기를 들고 등반합니다.
1670,1355703632_5683a4b6fb.jpg,A female softball player making a pitch .,피치를 만드는 여성 소프트볼 선수.
1671,1355703632_5683a4b6fb.jpg,A girl is winding up to throw a softball .,소녀가 소프트볼을 던지기 위해 감아냅니다.
1672,1355703632_5683a4b6fb.jpg,A teenage girl is catching a softball during a game .,십대 소녀가 경기 중에 소프트볼을 잡고 있습니다.
1673,1355703632_5683a4b6fb.jpg,Kids playing softball .,소프트볼을하는 아이들.
1674,1355703632_5683a4b6fb.jpg,Young girl playing softball with white house in background,백인 하우스와 함께 소프트볼을하는 어린 소녀
1675,1355833561_9c43073eda.jpg,A child is being thrown in the air playfully .,아이가 공중에 장난스럽게 던져지고 있습니다.
1676,1355833561_9c43073eda.jpg,A man in an orange jacket playfully tosses a small girl into the air on an empty stretch of beach on an overcast day .,오렌지 재킷을 입은 남자는 흐린 날에 빈 해변에서 작은 소녀를 공중에 장난스럽게 던져 넣습니다.
1677,1355833561_9c43073eda.jpg,A man in an orange vest tossing a child into the air on the beach,오렌지 조끼를 입은 남자가 해변에서 공중에 아이를 던지는 사람
1678,1355833561_9c43073eda.jpg,A man throws a small child up in the air .,한 남자가 작은 아이를 공중에서 던지고 있습니다.
1679,1355833561_9c43073eda.jpg,"At a beach , a man in an orange vest tosses a young child into the air .",해변에서 오렌지 조끼를 입은 남자가 어린 아이를 공중으로 던져 넣습니다.
1680,1355935187_2c99648138.jpg,A fluffy white dog is coming out of a blue striped obstacle shute .,푹신한 흰 개가 파란색 줄무늬 장애물에서 나옵니다.
1681,1355935187_2c99648138.jpg,A small white dog running out of a tent .,텐트에서 달리는 작은 흰 개.
1682,1355935187_2c99648138.jpg,A white dog is emerging from a blue canvas tunnel on an obstacle course .,흰 개가 장애물 코스의 파란색 캔버스 터널에서 나오고 있습니다.
1683,1355935187_2c99648138.jpg,The white poodle dog is coming out of a blue tent .,흰 푸들 개는 파란 텐트에서 나옵니다.
1684,1355935187_2c99648138.jpg,White dog leaving blue-striped tent .,푸른 개가 푸른 텐트를 떠나는 흰 개.
1685,1355945307_f9e01a9a05.jpg,A man drives an old-fashioned red race car .,남자는 구식 레드 경주 용 자동차를 운전합니다.
1686,1355945307_f9e01a9a05.jpg,A red race car marked with the number seven is driven by a man in a blue and beige shirt .,숫자 7으로 표시된 빨간 경주 차는 파란색과 베이지 색 셔츠를 입은 남자가 운전합니다.
1687,1355945307_f9e01a9a05.jpg,Man driving race car number 7 .,경주 용 자동차 번호 7.
